14366	AdamsBashforthIntegrator.java	integrate	y0	double[]	0	NIL-FOR	j < $.length
3477	AdamsBashforthIntegrator.java	integrate	filteredNextIsLast	boolean	0	DEF	$
14361	AdamsMoultonIntegrator.java	integrate	y0	double[]	0	NIL-FOR	j < $.length
14362	AdamsMoultonIntegrator.java	integrate	y0	double[]	0	NIL-FOR	j < $.length
3473	AdamsMoultonIntegrator.java	integrate	filteredNextIsLast	boolean	0	DEF	$
14424	AdamsNordsieckTransformer.java	AdamsNordsieckTransformer	i	int	0	NIL-FOR	$ > 0
14425	AdamsNordsieckTransformer.java	AdamsNordsieckTransformer	nSteps	int	0	NIL-FOR	i < $
3524	AdamsNordsieckTransformer.java	getInstance	t	AdamsNordsieckTransformer	0	DEF	$ == null
14426	AdamsNordsieckTransformer.java	buildP	pData	BigFraction[][]	0	NIL-FOR	i < $.length
14427	AdamsNordsieckTransformer.java	buildP	pI	BigFraction[]	0	NIL-FOR	j < $.length
14428	AdamsNordsieckTransformer.java	initializeHighOrderDerivatives	y	double[][]	0	NIL-FOR	i < $.length
14429	AdamsNordsieckTransformer.java	initializeHighOrderDerivatives	aI	double[]	0	NIL-FOR	j < $.length
14430	AdamsNordsieckTransformer.java	initializeHighOrderDerivatives	yI	double[]	0	NIL-FOR	j < $.length
14431	AdamsNordsieckTransformer.java	updateHighOrderDerivativesPhase2	i	int	0	NIL-FOR	$ < data.length
14431	AdamsNordsieckTransformer.java	updateHighOrderDerivativesPhase2	data	double[][]	0	NIL-FOR	i < $.length
14432	AdamsNordsieckTransformer.java	updateHighOrderDerivativesPhase2	dataI	double[]	0	NIL-FOR	j < $.length
14412	AdaptiveStepsizeIntegrator.java	initializeStep	scale	double[]	0	NIL-FOR	j < $.length
3513	AdaptiveStepsizeIntegrator.java	initializeStep	forward	boolean	0	DEF	$
14413	AdaptiveStepsizeIntegrator.java	initializeStep	y0	double[]	0	NIL-FOR	j < $.length
14414	AdaptiveStepsizeIntegrator.java	initializeStep	scale	double[]	0	NIL-FOR	j < $.length
3516	AdaptiveStepsizeIntegrator.java	initializeStep	forward	boolean	0	DEF	$
3518	AdaptiveStepsizeIntegrator.java	filterStep	acceptSmall	boolean	1	DEF	$
2382	AggregateSummaryStatistics.java	aggregate	statistics	Collection<SummaryStatistics>	0	RET	$ == null
2383	AggregateSummaryStatistics.java	aggregate	iterator	Iterator<SummaryStatistics>	0	RET	$.hasNext()
13696	AggregateSummaryStatistics.java	aggregate	iterator	Iterator<SummaryStatistics>	0	NIL-WHILE	$.hasNext()
2384	AggregateSummaryStatistics.java	aggregate	min	double	0	DEF	Double.isNaN($)
2385	AggregateSummaryStatistics.java	aggregate	max	double	0	DEF	Double.isNaN($)
2386	AggregateSummaryStatistics.java	aggregate	n	long	1	DEF	$ == 0
2387	AggregateSummaryStatistics.java	aggregate	n	long	1	DEF	$ == 1
3356	ArgUtils.java	flatten	array	Object[]	0	DEF	$ != null
12	ArithmeticUtils.java	binomialCoefficient	k	int	0	RET	$ == 0
13	ArithmeticUtils.java	binomialCoefficient	k	int	0	RET	$ == 1
12327	ArithmeticUtils.java	binomialCoefficient	k	int	0	NIL-FOR	j <= $
12328	ArithmeticUtils.java	binomialCoefficient	k	int	0	NIL-FOR	j <= $
12329	ArithmeticUtils.java	binomialCoefficient	k	int	0	NIL-FOR	j <= $
17	ArithmeticUtils.java	binomialCoefficientDouble	k	int	0	RET	$ == 0
18	ArithmeticUtils.java	binomialCoefficientDouble	k	int	0	RET	$ == 1
12330	ArithmeticUtils.java	binomialCoefficientDouble	k	int	0	NIL-FOR	i <= $
21	ArithmeticUtils.java	binomialCoefficientLog	k	int	0	RET	$ == 0
22	ArithmeticUtils.java	binomialCoefficientLog	k	int	0	RET	$ == 1
12331	ArithmeticUtils.java	binomialCoefficientLog	n	int	0	NIL-FOR	i <= $
12332	ArithmeticUtils.java	binomialCoefficientLog	k	int	0	NIL-FOR	i <= $
26	ArithmeticUtils.java	factorial	n	int	0	NotPositiveException	$ < 0
28	ArithmeticUtils.java	factorialDouble	n	int	0	NotPositiveException	$ < 0
30	ArithmeticUtils.java	factorialLog	n	int	0	NotPositiveException	$ < 0
12333	ArithmeticUtils.java	factorialLog	n	int	0	NIL-FOR	i <= $
32	ArithmeticUtils.java	gcd	a	int	0	MathArithmeticException:RET	$ == 0
32	ArithmeticUtils.java	gcd	b	int	0	MathArithmeticException:RET	$ == 0
34	ArithmeticUtils.java	gcd	a	int	0	DEF	$ < 0
36	ArithmeticUtils.java	gcd	b	int	0	DEF	$ < 0
38	ArithmeticUtils.java	gcd	useLong	boolean	0	MathArithmeticException:RET	$
40	ArithmeticUtils.java	gcd	al	long	0	MathArithmeticException:RET	$ == 0
42	ArithmeticUtils.java	gcdPositive	a	int	1	RET	$ == 0
43	ArithmeticUtils.java	gcdPositive	b	int	0	RET	$ == 0
44	ArithmeticUtils.java	gcd	u	long	0	MathArithmeticException:RET	$ == 0
44	ArithmeticUtils.java	gcd	v	long	0	MathArithmeticException:RET	$ == 0
46	ArithmeticUtils.java	gcd	u	long	0	DEF	$ > 0
47	ArithmeticUtils.java	gcd	v	long	0	DEF	$ > 0
12336	ArithmeticUtils.java	gcd	t	long	0	NIL-DOWHILE	$ != 0
49	ArithmeticUtils.java	gcd	t	long	1	DEF	$ > 0
50	ArithmeticUtils.java	lcm	a	int	0	RET	$ == 0
50	ArithmeticUtils.java	lcm	b	int	0	RET	$ == 0
52	ArithmeticUtils.java	lcm	a	long	0	RET	$ == 0
52	ArithmeticUtils.java	lcm	b	long	0	RET	$ == 0
56	ArithmeticUtils.java	mulAndCheck	a	long	1	MathArithmeticException	$ < 0
57	ArithmeticUtils.java	mulAndCheck	b	long	1	MathArithmeticException	$ < 0
59	ArithmeticUtils.java	mulAndCheck	b	long	1	MathArithmeticException	$ > 0
61	ArithmeticUtils.java	mulAndCheck	a	long	1	MathArithmeticException	$ > 0
65	ArithmeticUtils.java	subAndCheck	a	long	1	DEF	$ < 0
66	ArithmeticUtils.java	pow	e	int	0	NotPositiveException	$ < 0
12338	ArithmeticUtils.java	pow	e	int	0	NIL-WHILE	$ != 0
68	ArithmeticUtils.java	pow	e	long	0	NotPositiveException	$ < 0
12339	ArithmeticUtils.java	pow	e	long	0	NIL-WHILE	$ != 0
70	ArithmeticUtils.java	pow	e	int	0	NotPositiveException	$ < 0
12340	ArithmeticUtils.java	pow	e	int	0	NIL-WHILE	$ != 0
72	ArithmeticUtils.java	pow	e	long	0	NotPositiveException	$ < 0
12341	ArithmeticUtils.java	pow	e	long	0	NIL-WHILE	$ != 0
74	ArithmeticUtils.java	pow	e	int	0	NotPositiveException	$ < 0
75	ArithmeticUtils.java	pow	e	long	0	NotPositiveException	$ < 0
12342	ArithmeticUtils.java	pow	e	long	0	NIL-WHILE	$ != 0
79	ArithmeticUtils.java	stirlingS2	k	int	0	NotPositiveException	$ < 0
81	ArithmeticUtils.java	stirlingS2	stirlingS2	long[][]	0	DEF	$ == null
12344	ArithmeticUtils.java	stirlingS2	stirlingS2	long[][]	0	NIL-FOR	i < $.length
12345	ArithmeticUtils.java	stirlingS2	i	int	0	NIL-FOR	j < $
83	ArithmeticUtils.java	stirlingS2	k	int	1	RET	$ == 0
84	ArithmeticUtils.java	stirlingS2	k	int	1	RET	$ == 1
12346	ArithmeticUtils.java	stirlingS2	k	int	0	NIL-FOR	j <= $
87	ArithmeticUtils.java	stirlingS2	sum	long	0	MathArithmeticException	$ < 0
89	ArithmeticUtils.java	addAndCheck	a	long	1	MathArithmeticException	$ < 0
90	ArithmeticUtils.java	addAndCheck	b	long	1	MathArithmeticException	$ < 0
93	ArithmeticUtils.java	checkBinomial	n	int	0	NumberIsTooLargeException	$ < k
94	ArithmeticUtils.java	checkBinomial	n	int	0	NotPositiveException	$ < 0
1510	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	copyArray	boolean	1	DEF	$
1511	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	nRows	int	0	NoDataException	$ == 0
1512	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	nCols	int	0	NoDataException	$ == 0
12883	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	r	int	0	NIL-FOR	$ < nRows
12884	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	row	int	0	NIL-FOR	$ < nRows
12884	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	nRows	int	0	NIL-FOR	row < $
12885	Array2DRowFieldMatrix.java	add	rowCount	int	0	NIL-FOR	row < $
12886	Array2DRowFieldMatrix.java	add	columnCount	int	0	NIL-FOR	col < $
12887	Array2DRowFieldMatrix.java	subtract	rowCount	int	0	NIL-FOR	row < $
12888	Array2DRowFieldMatrix.java	subtract	columnCount	int	0	NIL-FOR	col < $
12889	Array2DRowFieldMatrix.java	multiply	row	int	0	NIL-FOR	$ < nRows
12889	Array2DRowFieldMatrix.java	multiply	nRows	int	0	NIL-FOR	row < $
12890	Array2DRowFieldMatrix.java	multiply	col	int	0	NIL-FOR	$ < nCols
12890	Array2DRowFieldMatrix.java	multiply	nCols	int	0	NIL-FOR	col < $
12891	Array2DRowFieldMatrix.java	multiply	nSum	int	0	NIL-FOR	i < $
1515	Array2DRowFieldMatrix.java	setSubMatrix	row	int	0	MathIllegalStateException	$ > 0
1516	Array2DRowFieldMatrix.java	setSubMatrix	column	int	0	MathIllegalStateException	$ > 0
1517	Array2DRowFieldMatrix.java	setSubMatrix	nRows	int	0	NoDataException	$ == 0
1518	Array2DRowFieldMatrix.java	setSubMatrix	nCols	int	0	NoDataException	$ == 0
12892	Array2DRowFieldMatrix.java	setSubMatrix	THIS	Array2DRowFieldMatrix	0	NIL-FOR	i < $.data.$.length
12892	Array2DRowFieldMatrix.java	setSubMatrix	i	int	0	NIL-FOR	$ < data.length
12893	Array2DRowFieldMatrix.java	operate	row	int	0	NIL-FOR	$ < nRows
12893	Array2DRowFieldMatrix.java	operate	nRows	int	0	NIL-FOR	row < $
12894	Array2DRowFieldMatrix.java	operate	i	int	0	NIL-FOR	$ < nCols
12894	Array2DRowFieldMatrix.java	operate	nCols	int	0	NIL-FOR	i < $
12895	Array2DRowFieldMatrix.java	preMultiply	col	int	0	NIL-FOR	$ < nCols
12895	Array2DRowFieldMatrix.java	preMultiply	nCols	int	0	NIL-FOR	col < $
12896	Array2DRowFieldMatrix.java	preMultiply	i	int	0	NIL-FOR	$ < nRows
12896	Array2DRowFieldMatrix.java	preMultiply	nRows	int	0	NIL-FOR	i < $
12897	Array2DRowFieldMatrix.java	walkInRowOrder	i	int	0	NIL-FOR	$ < rows
12897	Array2DRowFieldMatrix.java	walkInRowOrder	rows	int	0	NIL-FOR	i < $
12898	Array2DRowFieldMatrix.java	walkInRowOrder	columns	int	0	NIL-FOR	j < $
12899	Array2DRowFieldMatrix.java	walkInRowOrder	i	int	0	NIL-FOR	$ < rows
12899	Array2DRowFieldMatrix.java	walkInRowOrder	rows	int	0	NIL-FOR	i < $
12900	Array2DRowFieldMatrix.java	walkInRowOrder	columns	int	0	NIL-FOR	j < $
12901	Array2DRowFieldMatrix.java	walkInRowOrder	endRow	int	0	NIL-FOR	i <= $
12902	Array2DRowFieldMatrix.java	walkInRowOrder	endColumn	int	0	NIL-FOR	j <= $
12903	Array2DRowFieldMatrix.java	walkInRowOrder	endRow	int	0	NIL-FOR	i <= $
12904	Array2DRowFieldMatrix.java	walkInRowOrder	endColumn	int	0	NIL-FOR	j <= $
12905	Array2DRowFieldMatrix.java	walkInColumnOrder	columns	int	0	NIL-FOR	j < $
12906	Array2DRowFieldMatrix.java	walkInColumnOrder	i	int	0	NIL-FOR	$ < rows
12906	Array2DRowFieldMatrix.java	walkInColumnOrder	rows	int	0	NIL-FOR	i < $
12907	Array2DRowFieldMatrix.java	walkInColumnOrder	columns	int	0	NIL-FOR	j < $
12908	Array2DRowFieldMatrix.java	walkInColumnOrder	i	int	0	NIL-FOR	$ < rows
12908	Array2DRowFieldMatrix.java	walkInColumnOrder	rows	int	0	NIL-FOR	i < $
12909	Array2DRowFieldMatrix.java	walkInColumnOrder	endColumn	int	0	NIL-FOR	j <= $
12910	Array2DRowFieldMatrix.java	walkInColumnOrder	endRow	int	0	NIL-FOR	i <= $
12911	Array2DRowFieldMatrix.java	walkInColumnOrder	endColumn	int	0	NIL-FOR	j <= $
12912	Array2DRowFieldMatrix.java	walkInColumnOrder	endRow	int	0	NIL-FOR	i <= $
12913	Array2DRowFieldMatrix.java	copyOut	i	int	0	NIL-FOR	$ < nRows
12913	Array2DRowFieldMatrix.java	copyOut	nRows	int	0	NIL-FOR	i < $
1693	Array2DRowRealMatrix.java	Array2DRowRealMatrix	copyArray	boolean	1	DEF	$
1694	Array2DRowRealMatrix.java	Array2DRowRealMatrix	d	double[][]	0	NullArgumentException	$ == null
1695	Array2DRowRealMatrix.java	Array2DRowRealMatrix	nRows	int	0	NoDataException	$ == 0
1696	Array2DRowRealMatrix.java	Array2DRowRealMatrix	nCols	int	0	NoDataException	$ == 0
13186	Array2DRowRealMatrix.java	Array2DRowRealMatrix	r	int	0	NIL-FOR	$ < nRows
13187	Array2DRowRealMatrix.java	Array2DRowRealMatrix	row	int	0	NIL-FOR	$ < nRows
13187	Array2DRowRealMatrix.java	Array2DRowRealMatrix	nRows	int	0	NIL-FOR	row < $
13188	Array2DRowRealMatrix.java	add	rowCount	int	0	NIL-FOR	row < $
13189	Array2DRowRealMatrix.java	add	columnCount	int	0	NIL-FOR	col < $
13190	Array2DRowRealMatrix.java	subtract	rowCount	int	0	NIL-FOR	row < $
13191	Array2DRowRealMatrix.java	subtract	columnCount	int	0	NIL-FOR	col < $
13192	Array2DRowRealMatrix.java	multiply	col	int	0	NIL-FOR	$ < nCols
13192	Array2DRowRealMatrix.java	multiply	nCols	int	0	NIL-FOR	col < $
13194	Array2DRowRealMatrix.java	multiply	row	int	0	NIL-FOR	$ < nRows
13194	Array2DRowRealMatrix.java	multiply	nRows	int	0	NIL-FOR	row < $
13195	Array2DRowRealMatrix.java	multiply	nSum	int	0	NIL-FOR	i < $
1699	Array2DRowRealMatrix.java	setSubMatrix	row	int	0	MathIllegalStateException	$ > 0
1700	Array2DRowRealMatrix.java	setSubMatrix	column	int	0	MathIllegalStateException	$ > 0
1701	Array2DRowRealMatrix.java	setSubMatrix	nRows	int	0	NoDataException	$ == 0
1702	Array2DRowRealMatrix.java	setSubMatrix	nCols	int	0	NoDataException	$ == 0
13196	Array2DRowRealMatrix.java	setSubMatrix	THIS	Array2DRowRealMatrix	0	NIL-FOR	i < $.data.$.length
13196	Array2DRowRealMatrix.java	setSubMatrix	i	int	0	NIL-FOR	$ < data.length
13197	Array2DRowRealMatrix.java	operate	row	int	0	NIL-FOR	$ < nRows
13197	Array2DRowRealMatrix.java	operate	nRows	int	0	NIL-FOR	row < $
13198	Array2DRowRealMatrix.java	operate	i	int	0	NIL-FOR	$ < nCols
13198	Array2DRowRealMatrix.java	operate	nCols	int	0	NIL-FOR	i < $
13199	Array2DRowRealMatrix.java	preMultiply	col	int	0	NIL-FOR	$ < nCols
13199	Array2DRowRealMatrix.java	preMultiply	nCols	int	0	NIL-FOR	col < $
13200	Array2DRowRealMatrix.java	preMultiply	i	int	0	NIL-FOR	$ < nRows
13200	Array2DRowRealMatrix.java	preMultiply	nRows	int	0	NIL-FOR	i < $
13201	Array2DRowRealMatrix.java	walkInRowOrder	i	int	0	NIL-FOR	$ < rows
13201	Array2DRowRealMatrix.java	walkInRowOrder	rows	int	0	NIL-FOR	i < $
13202	Array2DRowRealMatrix.java	walkInRowOrder	columns	int	0	NIL-FOR	j < $
13203	Array2DRowRealMatrix.java	walkInRowOrder	i	int	0	NIL-FOR	$ < rows
13203	Array2DRowRealMatrix.java	walkInRowOrder	rows	int	0	NIL-FOR	i < $
13204	Array2DRowRealMatrix.java	walkInRowOrder	columns	int	0	NIL-FOR	j < $
13205	Array2DRowRealMatrix.java	walkInRowOrder	endRow	int	0	NIL-FOR	i <= $
13206	Array2DRowRealMatrix.java	walkInRowOrder	endColumn	int	0	NIL-FOR	j <= $
13207	Array2DRowRealMatrix.java	walkInRowOrder	endRow	int	0	NIL-FOR	i <= $
13208	Array2DRowRealMatrix.java	walkInRowOrder	endColumn	int	0	NIL-FOR	j <= $
13209	Array2DRowRealMatrix.java	walkInColumnOrder	columns	int	0	NIL-FOR	j < $
13210	Array2DRowRealMatrix.java	walkInColumnOrder	i	int	0	NIL-FOR	$ < rows
13210	Array2DRowRealMatrix.java	walkInColumnOrder	rows	int	0	NIL-FOR	i < $
13211	Array2DRowRealMatrix.java	walkInColumnOrder	columns	int	0	NIL-FOR	j < $
13212	Array2DRowRealMatrix.java	walkInColumnOrder	i	int	0	NIL-FOR	$ < rows
13212	Array2DRowRealMatrix.java	walkInColumnOrder	rows	int	0	NIL-FOR	i < $
13213	Array2DRowRealMatrix.java	walkInColumnOrder	endColumn	int	0	NIL-FOR	j <= $
13214	Array2DRowRealMatrix.java	walkInColumnOrder	endRow	int	0	NIL-FOR	i <= $
13215	Array2DRowRealMatrix.java	walkInColumnOrder	endColumn	int	0	NIL-FOR	j <= $
13216	Array2DRowRealMatrix.java	walkInColumnOrder	endRow	int	0	NIL-FOR	i <= $
13217	Array2DRowRealMatrix.java	copyOut	i	int	0	NIL-FOR	$ < nRows
13217	Array2DRowRealMatrix.java	copyOut	nRows	int	0	NIL-FOR	i < $
1795	ArrayFieldVector.java	ArrayFieldVector	d	T[]	0	ZeroException	$.length == 0
13311	ArrayFieldVector.java	ArrayFieldVector	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13311	ArrayFieldVector.java	ArrayFieldVector	i	int	0	NIL-FOR	$ < data.length
13312	ArrayFieldVector.java	add	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13312	ArrayFieldVector.java	add	i	int	0	NIL-FOR	$ < data.length
13313	ArrayFieldVector.java	add	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13313	ArrayFieldVector.java	add	i	int	0	NIL-FOR	$ < data.length
13314	ArrayFieldVector.java	subtract	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13314	ArrayFieldVector.java	subtract	i	int	0	NIL-FOR	$ < data.length
13315	ArrayFieldVector.java	subtract	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13315	ArrayFieldVector.java	subtract	i	int	0	NIL-FOR	$ < data.length
13316	ArrayFieldVector.java	mapAdd	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13316	ArrayFieldVector.java	mapAdd	i	int	0	NIL-FOR	$ < data.length
13317	ArrayFieldVector.java	mapAddToSelf	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13317	ArrayFieldVector.java	mapAddToSelf	i	int	0	NIL-FOR	$ < data.length
13318	ArrayFieldVector.java	mapSubtract	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13318	ArrayFieldVector.java	mapSubtract	i	int	0	NIL-FOR	$ < data.length
13319	ArrayFieldVector.java	mapSubtractToSelf	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13319	ArrayFieldVector.java	mapSubtractToSelf	i	int	0	NIL-FOR	$ < data.length
13320	ArrayFieldVector.java	mapMultiply	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13320	ArrayFieldVector.java	mapMultiply	i	int	0	NIL-FOR	$ < data.length
13321	ArrayFieldVector.java	mapMultiplyToSelf	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13321	ArrayFieldVector.java	mapMultiplyToSelf	i	int	0	NIL-FOR	$ < data.length
13322	ArrayFieldVector.java	mapDivide	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13322	ArrayFieldVector.java	mapDivide	i	int	0	NIL-FOR	$ < data.length
13323	ArrayFieldVector.java	mapDivideToSelf	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13323	ArrayFieldVector.java	mapDivideToSelf	i	int	0	NIL-FOR	$ < data.length
13324	ArrayFieldVector.java	mapInv	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13324	ArrayFieldVector.java	mapInv	i	int	0	NIL-FOR	$ < data.length
13325	ArrayFieldVector.java	mapInvToSelf	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13325	ArrayFieldVector.java	mapInvToSelf	i	int	0	NIL-FOR	$ < data.length
13326	ArrayFieldVector.java	ebeMultiply	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13326	ArrayFieldVector.java	ebeMultiply	i	int	0	NIL-FOR	$ < data.length
13327	ArrayFieldVector.java	ebeMultiply	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13327	ArrayFieldVector.java	ebeMultiply	i	int	0	NIL-FOR	$ < data.length
13328	ArrayFieldVector.java	ebeDivide	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13328	ArrayFieldVector.java	ebeDivide	i	int	0	NIL-FOR	$ < data.length
13329	ArrayFieldVector.java	ebeDivide	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13329	ArrayFieldVector.java	ebeDivide	i	int	0	NIL-FOR	$ < data.length
13330	ArrayFieldVector.java	dotProduct	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13330	ArrayFieldVector.java	dotProduct	i	int	0	NIL-FOR	$ < data.length
13331	ArrayFieldVector.java	dotProduct	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13331	ArrayFieldVector.java	dotProduct	i	int	0	NIL-FOR	$ < data.length
13332	ArrayFieldVector.java	outerProduct	i	int	0	NIL-FOR	$ < m
13332	ArrayFieldVector.java	outerProduct	m	int	0	NIL-FOR	i < $
13333	ArrayFieldVector.java	outerProduct	j	int	0	NIL-FOR	$ < n
13333	ArrayFieldVector.java	outerProduct	n	int	0	NIL-FOR	j < $
13334	ArrayFieldVector.java	outerProduct	i	int	0	NIL-FOR	$ < m
13334	ArrayFieldVector.java	outerProduct	m	int	0	NIL-FOR	i < $
13335	ArrayFieldVector.java	outerProduct	j	int	0	NIL-FOR	$ < n
13335	ArrayFieldVector.java	outerProduct	n	int	0	NIL-FOR	j < $
1800	ArrayFieldVector.java	getSubVector	n	int	0	NotPositiveException	$ < 0
1802	ArrayFieldVector.java	equals	THIS	ArrayFieldVector	0	RET	$ == other
1802	ArrayFieldVector.java	equals	other	Object	0	RET	this == $
1803	ArrayFieldVector.java	equals	other	Object	0	RET	$ == null
13337	ArrayFieldVector.java	equals	THIS	ArrayFieldVector	0	NIL-FOR	i < $.data.$.length
13337	ArrayFieldVector.java	equals	i	int	0	NIL-FOR	$ < data.length
1806	ArrayFieldVector.java	checkIndex	index	int	0	OutOfRangeException	$ < 0
1365	ArrayRealVector.java	ArrayRealVector	d	double[]	0	NullArgumentException	$ == null
1366	ArrayRealVector.java	ArrayRealVector	d	double[]	0	NullArgumentException	$ == null
12681	ArrayRealVector.java	ArrayRealVector	d	Double[]	0	NIL-FOR	i < $.length
1368	ArrayRealVector.java	ArrayRealVector	d	Double[]	0	NullArgumentException	$ == null
1370	ArrayRealVector.java	ArrayRealVector	v	RealVector	0	NullArgumentException	$ == null
12683	ArrayRealVector.java	ArrayRealVector	THIS	ArrayRealVector	0	NIL-FOR	i < $.data.$.length
12683	ArrayRealVector.java	ArrayRealVector	i	int	0	NIL-FOR	$ < data.length
12684	ArrayRealVector.java	ArrayRealVector	l2	int	0	NIL-FOR	i < $
12685	ArrayRealVector.java	ArrayRealVector	l1	int	0	NIL-FOR	i < $
12686	ArrayRealVector.java	add	i	int	0	NIL-FOR	$ < dim
12686	ArrayRealVector.java	add	dim	int	0	NIL-FOR	i < $
12687	ArrayRealVector.java	add	it	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
12688	ArrayRealVector.java	subtract	i	int	0	NIL-FOR	$ < dim
12688	ArrayRealVector.java	subtract	dim	int	0	NIL-FOR	i < $
12689	ArrayRealVector.java	subtract	it	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
12690	ArrayRealVector.java	mapToSelf	THIS	ArrayRealVector	0	NIL-FOR	i < $.data.$.length
12690	ArrayRealVector.java	mapToSelf	i	int	0	NIL-FOR	$ < data.length
12691	ArrayRealVector.java	mapAddToSelf	THIS	ArrayRealVector	0	NIL-FOR	i < $.data.$.length
12691	ArrayRealVector.java	mapAddToSelf	i	int	0	NIL-FOR	$ < data.length
12692	ArrayRealVector.java	mapSubtractToSelf	THIS	ArrayRealVector	0	NIL-FOR	i < $.data.$.length
12692	ArrayRealVector.java	mapSubtractToSelf	i	int	0	NIL-FOR	$ < data.length
12693	ArrayRealVector.java	mapMultiplyToSelf	THIS	ArrayRealVector	0	NIL-FOR	i < $.data.$.length
12693	ArrayRealVector.java	mapMultiplyToSelf	i	int	0	NIL-FOR	$ < data.length
12694	ArrayRealVector.java	mapDivideToSelf	THIS	ArrayRealVector	0	NIL-FOR	i < $.data.$.length
12694	ArrayRealVector.java	mapDivideToSelf	i	int	0	NIL-FOR	$ < data.length
12695	ArrayRealVector.java	ebeMultiply	i	int	0	NIL-FOR	$ < dim
